Name	Description
Cc72_00013635-RA	Respiratory burst NADPH oxidase
Cc72_00013633-RA	-
Cc72_00013639-RA	Haloacid dehalogenase-like hydrolase
Cc72_00013636-RA	Homeodomain
Cc72_00013638-RA	Protein kinase domain
Cc72_00013641-RA	Domain of unknown function (DUF4216)
Cc72_00013646-RA	AP2-like ethylene-responsive transcription factor TOE3 isoform X1
Cc72_00013649-RA	AAA domain
Cc72_00013652-RA	Peptide transporter
Cc72_00013653-RA	Peptide transporter
Cc72_00013651-RA	Peptide transporter
Cc72_00013647-RA	Cupin
Cc72_00013650-RA	Cupin
Cc72_00013654-RA	Plant transposase (Ptta/En/Spm family)
Cc72_00013657-RA	"Essential component of the vacuolar proton pump (V- ATPase), a multimeric enzyme that catalyzes the translocation of protons across the membranes. Required for assembly and activity of the V-ATPase"
Cc72_00013656-RA	-
Cc72_00013659-RA	Dof zinc finger protein
Cc72_00013655-RA	POT family
Cc72_00013658-RA	"3' exoribonuclease family, domain 2"
Cc72_00013660-RA	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"
Cc72_00013661-RA	Tetraspanin family
Cc72_00013668-RA	AAA domain
Cc72_00013667-RA	AAA domain
Cc72_00013662-RA	tRNA-splicing endonuclease subunit
Cc72_00013664-RA	"Carbamoyl-phosphate synthetase large chain, oligomerisation domain"
Cc72_00013665-RA	LOB domain-containing protein
Cc72_00013670-RA	Cupin
Cc72_00013666-RA	Cupin
Cc72_00013671-RA	AAA domain
Cc72_00013676-RA	Zinc finger protein JACKDAW-like
Cc72_00013673-RA	Cupin
Cc72_00013674-RA	tRNA-splicing endonuclease subunit
Cc72_00013675-RA	Elongation factor 1-alpha
Cc72_00013677-RA	Fasciclin-like arabinogalactan protein
Cc72_00013679-RA	Thioredoxin-like domain
Cc72_00013683-RA	ABC-2 type transporter
Cc72_00013678-RA	SNO glutamine amidotransferase family
Cc72_00013680-RA	-
Cc72_00013681-RA	-
Cc72_00013693-RA	NADH dehydrogenase (quinone) activity
Cc72_00013689-RA	-
Cc72_00013701-RA	ATP synthase epsilon chain
Cc72_00013696-RA	structural constituent of ribosome
Cc72_00013702-RA	ATP synthase subunit beta
Cc72_00013700-RA	Encoded by
Cc72_00013707-RA	ATP synthesis coupled proton transport
Cc72_00013708-RA	Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex) that is part of the mitochondrial respiratory chain. The b-c1 complex mediates electron transfer from ubiquinol to cytochrome c. Contributes to the generation of a proton gradient across the mitochondrial membrane that is then used for ATP synthesis
Cc72_00013704-RA	Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B
Cc72_00013713-RA	-
Cc72_00013714-RA	RNase H family protein
Cc72_00013716-RA	-
Cc72_00013718-RA	-
Cc72_00013719-RA	Peptidase C13 family
Cc72_00013690-RA	structural constituent of ribosome
Cc72_00013722-RA	plant mutator transposase zinc finger
Cc72_00013709-RA	"Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions"
Cc72_00013703-RA	Proton-conducting membrane transporter
Cc72_00013706-RA	RNase H family protein
Cc72_00013723-RA	60S ribosomal protein L12
Cc72_00013705-RA	BEST Arabidopsis thaliana protein match is Mitovirus RNA-dependent RNA polymerase (TAIR
Cc72_00013685-RA	BEST Arabidopsis thaliana protein match is Mitovirus RNA-dependent RNA polymerase (TAIR
Cc72_00013687-RA	ribosomal protein S4
Cc72_00013715-RA	ATP synthase A chain
Cc72_00013688-RA	-
Cc72_00013686-RA	RIBOSOMAL protein
Cc72_00013711-RA	MttB protein
Cc72_00013724-RA	Senescence regulator
Cc72_00013729-RA	Cytokinin-activating enzyme working in the direct activation pathway. Phosphoribohydrolase that converts inactive cytokinin nucleotides to the biologically active free-base forms
Cc72_00013725-RA	Serine threonine-protein phosphatase 6 regulatory subunit
Cc72_00013726-RA	Ubiquitin-like protein
Cc72_00013728-RA	zinc finger binding to DNA consensus sequence [AT]GATA[AG]
Cc72_00013727-RA	Auxin response factors (ARFs) are transcriptional factors that bind specifically to the DNA sequence 5'-TGTCTC-3' found in the auxin-responsive promoter elements (AuxREs)
Cc72_00013731-RA	N terminus of Rad21 / Rec8 like protein
Cc72_00013730-RA	Protein of unknown function (DUF295)
Cc72_00013732-RA	t-complex protein 1
Cc72_00013733-RA	Bacterial trigger factor protein (TF)
Cc72_00013736-RA	ABC transporter F family member
Cc72_00013734-RA	Myb-like DNA-binding domain
Cc72_00013735-RA	Heavy-metal-associated domain
Cc72_00013738-RA	-
Cc72_00013737-RA	Auxin responsive protein
Cc72_00013740-RA	Cell division protein 48 (CDC48) domain 2
Cc72_00013743-RA	nitrate transporter
Cc72_00013742-RA	nitrate transporter
Cc72_00013739-RA	dolichol
Cc72_00013747-RA	Protein kinase domain
Cc72_00013746-RA	ABC transporter G family member 28-like
Cc72_00013744-RA	Hydroxyacyl-thioester dehydratase type 2
Cc72_00013745-RA	TCP-1/cpn60 chaperonin family
Cc72_00013753-RA	-
Cc72_00013748-RA	carbonic anhydrase
Cc72_00013749-RA	carbonic anhydrase
Cc72_00013752-RA	Cytokinin-activating enzyme working in the direct activation pathway. Phosphoribohydrolase that converts inactive cytokinin nucleotides to the biologically active free-base forms
Cc72_00013751-RA	Nudix hydrolase
Cc72_00013755-RA	Protein of unknown function (DUF1336)
Cc72_00013754-RA	Protein of unknown function (DUF707)
Cc72_00013758-RA	-
Cc72_00013756-RA	Ribosomal L27 protein
Cc72_00013757-RA	Protein of unknown function (DUF295)
Cc72_00013759-RA	Protein of unknown function (DUF295)
Cc72_00013760-RA	Protein of unknown function (DUF1336)
Cc72_00013765-RA	C2H2-type zinc finger
Cc72_00013764-RA	-
Cc72_00013761-RA	Ribonuclease H protein
Cc72_00013763-RA	"Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling"
Cc72_00013762-RA	Belongs to the histone H2B family
Cc72_00013768-RA	Belongs to the MIP aquaporin (TC 1.A.8) family
Cc72_00013767-RA	Smg8_Smg9
Cc72_00013766-RA	Smg8_Smg9
Cc72_00013775-RA	Bacterial trigger factor protein (TF)
Cc72_00013770-RA	Vacuolar protein sorting-associated protein 24 homolog
Cc72_00013771-RA	Belongs to the peptidase S10 family
Cc72_00013773-RA	N terminus of Rad21 / Rec8 like protein
Cc72_00013772-RA	"Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling"
Cc72_00013774-RA	t-complex protein 1
Cc72_00013776-RA	"Zinc finger, C3HC4 type (RING finger)"
Cc72_00013779-RA	Vacuolar protein sorting-associated protein 41 homolog
Cc72_00013777-RA	Histone H2B
Cc72_00013781-RA	RNA recognition motif
Cc72_00013780-RA	Belongs to the argonaute family
Cc72_00013778-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00013782-RA	Transferase family
Cc72_00013784-RA	-
Cc72_00013783-RA	Protein kinase domain
Cc72_00013787-RA	UDP-D-apiose UDP-D-xylose synthase
Cc72_00013786-RA	Serine threonine-protein phosphatase 7 long form homolog
Cc72_00013785-RA	Lecithin:cholesterol acyltransferase
Cc72_00013791-RA	Glycosyl transferase family 21
Cc72_00013789-RA	"Subunit of the adaptor protein complex 2 (AP-2). Adaptor protein complexes function in protein transport via transport vesicles in different membrane traffic pathways. Adaptor protein complexes are vesicle coat components and appear to be involved in cargo selection and vesicle formation. AP-2 is involved in clathrin-dependent endocytosis in which cargo proteins are incorporated into vesicles surrounded by clathrin (clathrin-coated vesicles, CCVs) which are destined for fusion with the early endosome"
Cc72_00013788-RA	"Subunit of the adaptor protein complex 2 (AP-2). Adaptor protein complexes function in protein transport via transport vesicles in different membrane traffic pathways. Adaptor protein complexes are vesicle coat components and appear to be involved in cargo selection and vesicle formation. AP-2 is involved in clathrin-dependent endocytosis in which cargo proteins are incorporated into vesicles surrounded by clathrin (clathrin-coated vesicles, CCVs) which are destined for fusion with the early endosome"
Cc72_00013792-RA	endonuclease activity
Cc72_00013790-RA	PHD zinc finger
Cc72_00013799-RA	Converts the prephenate produced from the shikimate- chorismate pathway into phenylalanine
Cc72_00013795-RA	-
Cc72_00013796-RA	Phytosulfokine precursor protein (PSK)
Cc72_00013794-RA	Domain of unknown function (DUF4283)
Cc72_00013793-RA	Ribonuclease H protein
Cc72_00013802-RA	Plant protein of unknown function (DUF868)
Cc72_00013805-RA	Peroxisomal membrane protein (Pex16)
Cc72_00013803-RA	Cytochrome c oxidase subunit VII
Cc72_00013801-RA	Phosphoglycerate mutase family
Cc72_00013804-RA	"Serine/Threonine protein kinases, catalytic domain"
Cc72_00013807-RA	Frigida-like protein
Cc72_00013800-RA	Domain of unknown function (DUF4283)
Cc72_00013809-RA	Cytochrome p450
Cc72_00013808-RA	Belongs to the eukaryotic ribosomal protein P1 P2 family
Cc72_00013811-RA	fatty-acyl-CoA reductase (alcohol-forming) activity
Cc72_00013815-RA	Zc3h12a-like Ribonuclease NYN domain
Cc72_00013818-RA	Glutaredoxin
Cc72_00013816-RA	Catalyzes the reduction of fatty acyl-CoA to fatty alcohols
Cc72_00013812-RA	fatty-acyl-CoA reductase (alcohol-forming) activity
Cc72_00013817-RA	Belongs to the AAA ATPase family
Cc72_00013814-RA	Domain of unknown function (DUF4283)
Cc72_00013813-RA	ribonuclease H protein
Cc72_00013820-RA	Glycosyltransferase family 29 (sialyltransferase)
Cc72_00013819-RA	-
Cc72_00013821-RA	transparent testa 1
Cc72_00013823-RA	UDP-glucoronosyl and UDP-glucosyl transferase
Cc72_00013824-RA	Orotidine 5'-phosphate decarboxylase / HUMPS family
Cc72_00013825-RA	Alpha/beta hydrolase family
Cc72_00013822-RA	Phosphatidylethanolamine-binding protein
Cc72_00013826-RA	Seed dormancy control
Cc72_00013827-RA	Belongs to the Frigida family
Cc72_00013832-RA	Fantastic Four meristem regulator
Cc72_00013836-RA	"Involved in the synthesis of neoxanthin, the last product of carotenoid synthesis and a precursor of abscisic acid"
Cc72_00013835-RA	vesicle-associated membrane protein
Cc72_00013837-RA	Casparian strip membrane
Cc72_00013828-RA	Belongs to the nonaspanin (TM9SF) (TC 9.A.2) family
Cc72_00013830-RA	Ferredoxins are iron-sulfur proteins that transfer electrons in a wide variety of metabolic reactions
Cc72_00013838-RA	OTU-like cysteine protease
Cc72_00013834-RA	Pollen proteins Ole e I like
Cc72_00013829-RA	Belongs to the universal ribosomal protein uL1 family
Cc72_00013833-RA	Senescence regulator
Cc72_00013831-RA	Domain of unknown function
Cc72_00013839-RA	Dcp1-like decapping family
Cc72_00013843-RA	B3 domain-containing protein
Cc72_00013840-RA	-
Cc72_00013842-RA	No apical meristem (NAM) protein
Cc72_00013841-RA	Cytochrome p450
Cc72_00013844-RA	Leucine-rich repeat
Cc72_00013845-RA	U-box domain
Cc72_00013847-RA	homeodomain protein
Cc72_00013846-RA	Coiled-coil domain-containing protein
Cc72_00013853-RA	histone deacetylase
Cc72_00013848-RA	bHLH-MYC and R2R3-MYB transcription factors N-terminal
Cc72_00013854-RA	-
Cc72_00013851-RA	Ergosterol biosynthesis ERG4/ERG24 family
Cc72_00013849-RA	Aluminium activated malate transporter
Cc72_00013852-RA	"ATPase activity, coupled to transmembrane movement of substances"
Cc72_00013850-RA	PPR repeat family
Cc72_00013855-RA	Leucine rich repeat N-terminal domain
Cc72_00013856-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00013858-RA	Late embryogenesis abundant protein
Cc72_00013861-RA	In Between Ring fingers
Cc72_00013866-RA	Core-2/I-Branching enzyme
Cc72_00013865-RA	B3 DNA binding domain
Cc72_00013862-RA	Transcription factor
Cc72_00013859-RA	Ccr4-associated factor
Cc72_00013863-RA	Belongs to the peptidase A1 family
Cc72_00013860-RA	"Transcriptional repressor, ovate"
Cc72_00013864-RA	-
Cc72_00013867-RA	serine threonine-protein phosphatase
Cc72_00013868-RA	J domain-containing protein
Cc72_00013874-RA	protein membrane anchor
Cc72_00013871-RA	Belongs to the peptidase C19 family
Cc72_00013876-RA	RNA polymerase II
Cc72_00013873-RA	Strictosidine synthase
Cc72_00013879-RA	Tetratricopeptide repeat
Cc72_00013875-RA	E3 ubiquitin-protein ligase
Cc72_00013877-RA	E3 ubiquitin-protein ligase
Cc72_00013872-RA	YABBY protein
Cc72_00013878-RA	-
Cc72_00013870-RA	Fantastic Four meristem regulator
Cc72_00013881-RA	Ubiquitin carboxyl-terminal hydrolase
Cc72_00013880-RA	EF-hand domain
Cc72_00013887-RA	Zinc knuckle
Cc72_00013885-RA	Structural maintenance of chromosomes protein
Cc72_00013884-RA	Belongs to the universal ribosomal protein uS17 family
Cc72_00013888-RA	Belongs to the universal ribosomal protein uS17 family
Cc72_00013882-RA	Zinc knuckle
Cc72_00013892-RA	Structural maintenance of chromosomes protein
Cc72_00013889-RA	Structural maintenance of chromosomes protein
Cc72_00013897-RA	Lysosomal beta glucosidase-like
Cc72_00013893-RA	Glycosyl hydrolase family 3 N terminal domain
Cc72_00013895-RA	Glycosyl hydrolase family 3 N terminal domain
Cc72_00013896-RA	Glycosyl hydrolase family 3 N terminal domain
Cc72_00013904-RA	Transcription factor IIIC subunit delta N-term
Cc72_00013901-RA	snRNP Sm proteins
Cc72_00013899-RA	Ethylene insensitive 3
Cc72_00013898-RA	Ethylene insensitive 3
Cc72_00013900-RA	Glycosyl hydrolases family 17
Cc72_00013902-RA	I-box binding factor
Cc72_00013903-RA	I-box binding factor
Cc72_00013914-RA	"Catalytic subunit of the molybdopterin synthase complex, a complex that catalyzes the conversion of precursor Z into molybdopterin. Acts by mediating the incorporation of 2 sulfur atoms from thiocarboxylated MOCS2A into precursor Z to generate a dithiolene group"
Cc72_00013912-RA	Transcription factor GAMYB-like isoform X1
Cc72_00013905-RA	Domain of unknown function (DUF3546)
Cc72_00013907-RA	Plant lipid transfer protein / seed storage protein / trypsin-alpha amylase inhibitor domain family
Cc72_00013909-RA	F-box WD-40 repeat-containing protein
Cc72_00013915-RA	Cyclin_C
Cc72_00013913-RA	"Serine/Threonine protein kinases, catalytic domain"
Cc72_00013906-RA	FAR1 DNA-binding domain
Cc72_00013911-RA	Domain of unknown function (DUF4283)
Cc72_00013916-RA	Belongs to the beta-ketoacyl-ACP synthases family
Cc72_00013910-RA	F-box WD-40 repeat-containing protein
Cc72_00013917-RA	Deacetylvindoline O-acetyltransferase-like
Cc72_00013918-RA	Domain of unknown function (DUF4219)
Cc72_00013919-RA	Deacetylvindoline O-acetyltransferase-like
Cc72_00013920-RA	Deacetylvindoline O-acetyltransferase-like
Cc72_00013923-RA	N-terminal C2 in EEIG1 and EHBP1 proteins
Cc72_00013924-RA	Histone 2A
Cc72_00013925-RA	Deacetylvindoline O-acetyltransferase-like
Cc72_00013922-RA	Deacetylvindoline O-acetyltransferase-like
Cc72_00013926-RA	Deacetylvindoline O-acetyltransferase-like
Cc72_00013930-RA	Cysteine proteinase inhibitor
Cc72_00013929-RA	Ubiquitin-associated translation elongation factor EF1B protein
Cc72_00013931-RA	Belongs to the MIP aquaporin (TC 1.A.8) family
Cc72_00013927-RA	Deacetylvindoline O-acetyltransferase-like
Cc72_00013933-RA	Ribonuclease H protein
Cc72_00013934-RA	Belongs to the iron ascorbate-dependent oxidoreductase family
Cc72_00013932-RA	Belongs to the iron ascorbate-dependent oxidoreductase family
Cc72_00013935-RA	Cytochrome p450
Cc72_00013936-RA	Belongs to the iron ascorbate-dependent oxidoreductase family
Cc72_00013939-RA	cytochrome P450
Cc72_00013944-RA	Solute carrier family 35
Cc72_00013940-RA	"2-methylacyl-CoA dehydrogenase, mitochondrial"
Cc72_00013937-RA	Cytochrome p450
Cc72_00013945-RA	origin recognition complex
