Name,Description
yjiL,"putative ATPase, activator of (R)-hydroxyglutaryl-CoA dehdratase"
racC,Rac prophage; protein RacC
mipA,MltA-interacting protein
nei,endonuclease VIII
paaZ,"fused 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase and oxepin-CoA hydrolase"
decR,DNA-binding transcriptional activator DecR
ecpD,fimbrial adhesin EcpD
srsR,DNA-binding transcriptional activator YgfI
yobB,putative carbon-nitrogen hydrolase family protein YobB
yfgI,nalidixic acid resistance protein YfgI
eutD,phosphate acetyltransferase EutD
narL,DNA-binding transcriptional dual regulator NarL-phosphorylated // DNA-binding transcriptional dual regulator NarL
yihG,1-acylglycerol-3-phosphate <i>O</i>-acyltransferase YihG
paoC,"aldehyde dehydrogenase, molybdenum cofactor-binding subunit"
sibA,small RNA SibA
mgrR,small regulatory RNA MgrR
hyfI,hydrogenase 4 catalytic subunit HyfI
ylaC,putative inner membrane protein
ydcS,putative ABC transporter periplasmic binding protein / polyhydroxybutyrate synthase
ytiB,protein YtiB
ybaL,putative transporter YbaL
yoaI,protein YoaI
patA,putrescine aminotransferase
ypfH,esterase YpfH
naRNA6,naRNA6
ompN,outer membrane porin N
frvB,putative PTS enzyme IIBC component FrvB
yahF,putative acyl-CoA synthetase YahF
ydfO,Qin prophage; DUF1398 domain-containing protein YdfO
yfdR,CPS-53 (KpLE1) prophage; 5'-deoxynucleotidase
yfeD,putative DNA-binding transcriptional regulator YfeD
ydgA,DUF945 domain-containing protein YdgA
ybiO,moderate conductance mechanosensitive channel YbiO
mtfA,Mlc titration factor
mhpF,acetaldehyde dehydrogenase (acetylating) MhpF
lpxH,"UDP-2,3-diacylglucosamine diphosphatase"
srlB,sorbitol-specific PTS enzyme IIA component
fliN,flagellar motor switch protein FliN
bcsZ,"endo-1,4-D-glucanase"
nhaR,DNA-binding transcriptional activator NhaR
eutP,putative ethanolamine utilization acetate kinase EutP
minE,Z-ring positioning protein MinE
acpT,holo-[acyl carrier protein] synthase 2
flgL,flagellar hook-filament junction protein 2
asnS,asparagine&mdash;tRNA ligase
ldtB,"L,D-transpeptidase LdtB"
insF1,IS3 element protein InsF
wecC,UDP-<i>N</i>-acetyl-D-mannosamine dehydrogenase
pawZ,
ssnA,putative aminohydrolase SsnA
rpmB,50S ribosomal subunit protein L28
ygfF,putative oxidoreductase YgfF
mdfA,multidrug efflux pump MdfA / Na<sup>+</sup>:H<sup>+</sup> antiporter / K<sup>+</sup>:H<sup>+</sup> antiporter
insC2,IS2 insertion element repressor InsA
kdpF,K<sup>+</sup> transporting P-type ATPase subunit KdpF
insEF3,IS3 element transposase
tldD,metalloprotease subunit TldD
exoX,exonuclease X
sad,succinate semialdehyde dehydrogenase (NAD(P)<sup>+</sup>) Sad
mepA,peptidoglycan DD-endopeptidase/peptidoglycan LD-endopeptidase
yoeJ,protein YoeJ
cueR,DNA-binding transcriptional dual regulator CueR
entA,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase"
tpke70,
ybjX,DUF535 domain-containing protein YbjX
fimF,type 1 fimbriae minor subunit FimF
tauA,taurine ABC transporter periplasmic binding protein
nudG,5-hydroxy-CTP diphosphatase
gpmM,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
ytfI,protein YtfI
yidI,putative inner membrane protein YidI
kbaZ,"putative tagatose-1,6-bisphosphate aldolase 1 chaperone"
fryA,putative PTS multiphosphoryl transfer protein FryA
yheT,putative hydrolase YheT
C0664,
hyuA,phenylhydantoinase
maoP,macrodomain Ori protein
tatA,twin arginine protein translocation system - TatA protein
agaV,<i>N</i>-acetyl-D-galactosamine specific PTS enzyme IIB component
lsrR,DNA-binding transcriptional repressor LsrR
ybdR,putative Zn<sup>2+</sup>-dependent alcohol dehydrogenase YbdR
flhB,flagellar biosynthesis protein FlhB
insB4,IS1 protein InsB
holB,DNA polymerase III subunit &delta;'
edd,phosphogluconate dehydratase
etp,phosphotyrosine-protein phosphatase Etp
allZ,small RNA AllZ
xylZ,small RNA XylZ
yqeB,XdhC-CoxI family protein YqeB
ssuD,FMNH<sub>2</sub>-dependent alkanesulfonate monooxygenase
yagP,putative LysR family substrate binding domain-containing protein YagP
cpxQ,small regulatory RNA CpxQ
speE,spermidine synthase
mdtP,putative multidrug efflux pump outer membrane channel
eutE,acetaldehyde dehydrogenase (acetylating) EutE
mhpT,3-hydroxyphenylpropionate/3-hydroxycinnamate:H<sup>+</sup> symporter
ogt,methylated-DNA&mdash;[protein]-cysteine <i>S</i>-methyltransferase
epmA,EF-P-lysine lysyltransferase
sanA,DUF218 domain-containing protein SanA
osmF,glycine betaine ABC transporter periplasmic binding protein OsmF
yqgA,DUF554 domain-containing protein YqgA
creB,DNA-binding transcriptional regulator CreB-phosphorylated // DNA-binding transcriptional regulator CreB
rplB,50S ribosomal subunit protein L2
ppsA,phosphoenolpyruvate synthetase
ybaV,helix-hairpin-helix 3 family protein
msrB,methionine sulfoxide reductase B
gluQ,glutamyl-Q tRNA<sup>Asp</sup> synthetase
hemN,coproporphyrinogen III dehydrogenase
sfmD,putative fimbrial usher protein SfmD
hdeD,acid-resistance membrane protein
actS,amidase activator
dtd,D-aminoacyl-tRNA deacylase
naRNA1,naRNA1
yiiF,protein YiiF
yadL,putative fimbrial protein YadL
rusA,DLP12 prophage; crossover junction endodeoxyribonuclease RusA
lepB,signal peptidase I
fdoH,formate dehydrogenase O subunit &beta;
chbF,monoacetylchitobiose-6-phosphate hydrolase
yidH,DUF202 domain-containing inner membrane protein YidH
pabA,aminodeoxychorismate synthase subunit 2
ynjA,AhpD-like domain-containing protein YnjA
yebE,DUF533 domain-containing inner membrane protein YebE
mzrA,modulator protein MzrA
yjdM,zinc ribbon domain-containing protein YjdM
trxC,oxidized thioredoxin 2 // reduced thioredoxin 2
emtA,lytic murein transglycosylase E
ygiQ,radical SAM superfamily protein YgiQ
yjbE,uncharacterized protein YjbE
yhdN,DUF1992 domain-containing protein YhdN
ydfB,Qin prophage; uncharacterized protein YdfB
nudK,GDP-mannose hydrolase
yoeA,CP4-44 prophage; TonB-dependent receptor plug domain-containing protein YoeA
yjhE,KpLE2 phage-like element; putative membrane protein (pseudogene)
yghR,putative ATP-binding protein YghR
yjjZ,DUF1435 domain-containing protein YjjZ
C0362,
yhbQ,DNA damage response nuclease YhbQ
alkA,DNA-3-methyladenine glycosylase 2
panB,3-methyl-2-oxobutanoate hydroxymethyltransferase
nanC,<i>N</i>-acetylneuraminate outer membrane channel
nrfG,putative formate-dependent nitrite reductase complex subunit NrfG
ykgA,putative DNA-binding transcriptional regulator YkgA
rsmG,16S rRNA m<sup>7</sup>G527 methyltransferase
ytgA,protein YtgA
sdsR,small regulatory RNA SdsR
intS,CPS-53 (KpLE1) prophage; prophage CPS-53 integrase
seqA,negative modulator of initiation of replication
fecE,ferric citrate ABC transporter ATP binding subunit
cpxR,CpxR-phosphorylated // DNA-binding transcriptional dual regulator CpxR
speF,inducible ornithine decarboxylase
alaX,tRNA-Ala(GGC)
bluR,DNA-binding transcriptional repressor BluR
yffN,CPZ-55 prophage; uncharacterized protein YffN
yehP,VWA domain-containing protein YehP
infB,translation initiation factor IF-2&beta;' // translation initiation factor IF-2&beta; // translation initiation factor IF-2
yacC,putative lipoprotein YacC
yddH,flavin reductase-like protein YddH
b3975,
glk,glucokinase
ygfB,PF03695 family protein YgfB
comR,DNA-binding transcriptional repressor ComR
insAB3,InsAB' transposase
yceD,DUF177 domain-containing protein YceD
waaQ,lipopolysaccharide core heptosyltransferase 3
ybiY,putative pyruvate formate-lyase activating enzyme YbiY
yffB,putative reductase YffB
bcsF,putative cellulose biosynthesis protein BcsF
lolB,outer membrane lipoprotein LolB
ampD,"1,6-anhydro-<i>N</i>-acetylmuramoyl-L-alanine amidase"
selC,tRNA-Sec(UCA)
yjiC,DUF2686 domain-containing protein YjiC
nikC,nickel ABC transporter membrane subunit NikC
fadB,"multifunctional enoyl-CoA hydratase, 3-hydroxyacyl-CoA epimerase, &Delta;<sup>3</sup>-<i>cis</i>- &Delta;<sup>2</sup>-<i>trans</i>-enoyl-CoA isomerase, L-3-hydroxyacyl-CoA dehydrogenase"
malX,PTS enzyme IIBC component MalX
yeiG,<i>S</i>-formylglutathione hydrolase / <i>S</i>-lactoylglutathione hydrolase
rplL,50S ribosomal subunit protein L7 // 50S ribosomal subunit protein L12
pgi,glucose-6-phosphate isomerase
xseB,exodeoxyribonuclease VII subunit XseB
mdtN,putative multidrug efflux pump membrane fusion protein
yfaE,ferredoxin-like diferric-tyrosyl radical cofactor maintenance protein YfaE
phnO,aminoalkylphosphonate <i>N</i>-acetyltransferase
flxA,Qin prophage; PF14282 family protein FlxA
sgcQ,KpLE2 phage-like element; putative nucleoside triphosphatase
purK,5-(carboxyamino)imidazole ribonucleotide synthase
pdeG,putative cyclic di-GMP phosphodiesterase PdeG
ygdT,hypothetical protein YgdT
galR,DNA-binding transcriptional dual regulator GalR
rarD,putative transporter RarD
fecI,RNA polymerase sigma factor FecI
raiA,ribosome-associated inhibitor A
insA2,IS1 protein InsA
ftsP,cell division protein FtsP
fdoG,formate dehydrogenase O subunit &alpha;
cydX,cytochrome <i>bd</i>-I accessory subunit CydX
prfB,peptide chain release factor RF2
alkB,DNA oxidative demethylase
blr,&beta;-lactam resistance protein
ompA,outer membrane protein A
ygjV,inner membrane protein
araB,ribulokinase
ydjI,L-<i>glycero</i>-L-galacto-octuluronate-1-phosphate aldolase
insAB5,InsAB' transposase
yffQ,CPZ-55 prophage; uncharacterized protein YffQ
borD,DLP12 prophage; prophage lipoprotein BorD
yjiM,putative dehydratase subunit
aslB,putative anaerobic sulfatase maturation enzyme AslB
ybdF,PF04237 family protein YbdF
hokE,protein HokE
valZ,tRNA-Val(UAC)
oweE,phage replication protein
yliM,protein YliM
yibF,glutathione transferase-like protein YibF
znuA,Zn<sup>2+</sup> ABC transporter periplasmic binding protein
mltD,membrane-bound lytic murein transglycosylase D
ung,uracil-DNA glycosylase
cspF,Qin prophage; cold shock-like protein CspF
cycA,D-serine/alanine/glycine:H<sup>+</sup>symporter
hybO,hydrogenase 2 small subunit
yhfT,uncharacterized protein YhfT
renD,DLP12 prophage; protein RenD
hemG,protoporphyrinogen oxidase
araA,L-arabinose isomerase
yfdC,inner membrane protein YfdC
cysQ,"3'(2'),5'-bisphosphate nucleotidase"
ymgM,protein YmgM
cusF,copper/silver export system periplasmic binding protein
csqR,DNA-binding transcriptional dual regulator CsqR
yfgD,putative oxidoreductase YfgD
lolE,lipoprotein release complex - inner membrane subunit
rrfF,5S ribosomal RNA
deaD,ATP-dependent RNA helicase DeaD
yrdG,<i>arfA</i>-derived small regulatory RNA
yqcC,DUF446 domain-containing protein YqcC
soxR,DNA-binding transcriptional dual regulator SoxR
yajD,HNH nuclease family protein YajD
yjdQ,
gadB,glutamate decarboxylase B
rplQ,50S ribosomal subunit protein L17
cdh,CDP-diacylglycerol diphosphatase
yrdD,putative DNA topoisomerase
accC,biotin carboxylase
dppD,dipeptide ABC transporter ATP binding subunit DppD
tpke11,
yfcC,putative transporter YfcC
potH,putrescine ABC transporter membrane subunit PotH
ybhI,putative tricarboxylate transporter
ygbI,DNA-binding transcriptional repressor YgbI
rrsA,16S ribosomal RNA
yafV,2-oxoglutaramate amidase
nrdB,ribonucleoside-diphosphate reductase 1 subunit &beta;
dppF,dipeptide ABC transporter ATP binding subunit DppF
metU,tRNA-Met(CAU)
ubiU,ubiquinone biosynthesis protein UbiU
cysJ,"sulfite reductase, flavoprotein subunit"
hipH,toxin YjjJ phosphorylated // serine/threonine-protein kinase toxin HipH
tsf,protein chain elongation factor EF-Ts
timP,putative toxic protein TimP
pgaD,poly-<i>N</i>-acetyl-D-glucosamine synthase subunit PgaD
amiC,<i>N</i>-acetylmuramoyl-L-alanine amidase C
yzfA,
yjhD,KpLE2 phage-like element; surface adhesin E-like protein
ycdZ,inner membrane protein YcdZ
lpxT,lipid A-core phosphotransferase
fre,NAD(P)H-flavin reductase
bcsE,c-di-GMP-binding protein BcsE
pxpC,5-oxoprolinase component C
dapF,diaminopimelate epimerase
ulaA,L-ascorbate specific PTS enzyme IIC component
yjhG,KpLE2 phage-like element; D-xylonate dehydratase
phnJ,carbon-phosphorus lyase core complex subunit PhnJ
hofQ,DNA utilization protein HofQ
hdhA,7-&alpha;-hydroxysteroid dehydrogenase
adiY,DNA-binding transcriptional activator AdiY
tonB,Ton complex subunit TonB
yggN,DUF2884 domain-containing protein YggN
ydcY,DUF2526 domain-containing protein YdcY
ssuA,aliphatic sulfonate ABC transporter periplasmic binding protein
fsaA,fructose-6-phosphate aldolase 1
ygaP,thiosulfate sulfurtransferase YgaP
yneL,putative HTH-type transcriptional regulator YneL
glvG,
yjgA,putative ribosome biogenesis factor YjgA
katE,catalase HPII
yjjI,DUF3029 domain-containing protein YjjI
grxD,glutaredoxin 4
yjjX,inosine/xanthosine triphosphatase
b3254,
yjbQ,PF01894 family protein YjbQ
ybgC,esterase/thioesterase
ptrR,PtrR
sucD,succinyl-CoA synthetase subunit &alpha;
yciF,DUF892 domain-containing protein YciF
cusS,CusS-<i>N</i>-phospho-L-histidine // sensor histidine kinase CusS
waaY,lipopolysaccharide core heptose (II) kinase
yehW,glycine betaine ABC transporter membrane subunit YehW
ptsH,phosphocarrier HPr-<i>N</i><sup>&pi;</sup>-phospho-L-histidine // phosphocarrier protein HPr
yebQ,putative transporter YebQ
nadB,L-aspartate oxidase
glnZ,small regulatory RNA GlnZ
fucA,L-fuculose-phosphate aldolase
wrbA,NAD(P)H:quinone oxidoreductase
guaC,GMP reductase
fnrS,small regulatory RNA FnrS
glyS,glycine&mdash;tRNA ligase
agaB,galactosamine-specific PTS enzyme IIB component
hemA,glutamyl-tRNA reductase
psd,"phosphatidylserine decarboxylase proenzyme // phosphatidylserine decarboxylase, &beta; chain // phosphatidylserine decarboxylase, &alpha; chain"
yjeH,L-methionine/branched chain amino acid exporter
ykfG,CP4-6 prophage; RadC-like JAB domain-containing protein YkfG
ascrp,small antisense RNA AsCRP
dctR,putative DNA-binding transcriptional regulator DctR
torT,TorT-TMAO // periplasmic trimethylamine-N-oxide binding protein
tabA,DUF386 domain-containing toxin-antitoxin biofilm protein TabA
gfcE,putative exopolysaccharide export lipoprotein GfcE
ybaE,uncharacterized protein YbaE
tsuA,thiosulfate transporter
ydhF,putative oxidoreductase YdhF
rdgB,dITP/XTP pyrophosphatase
ahpF,"alkyl hydroperoxide reductase, AhpF component"
ynjC,putative ABC transporter membrane subunit YnjC
fimB,Type 1 fimbriae regulatory protein FimB
C0719,
ydaY,Rac prophage; putative uncharacterized protein YdaY
clsA,cardiolipin synthase A
gltU,tRNA-Glu(UUC)
creA,PF05981 family protein CreA
tnaC,<i>tnaAB</i> operon leader peptide
fadH,"2,4-dienoyl-CoA reductase"
lacA,galactoside <i>O</i>-acetyltransferase
ybbD,putative uncharacterized protein YbbD
lysT,tRNA-Lys(UUU)
zntA,Zn<sup>2+</sup>/Cd<sup>2+</sup>/Pb<sup>2+</sup> exporting P-type ATPase
glpA,anaerobic glycerol-3-phosphate dehydrogenase subunit A
fetA,putative iron ABC exporter ATP-binding subunit FetA
hyaB,hydrogenase 1 large subunit
yibV,PF15596 family protein YibV
yfeH,putative solute:Na<sup>+</sup> symporter
ibsB,putative toxic peptide IbsB
sufA,iron-sulfur cluster insertion protein SufA
yiiX,putative lipid-binding hydrolase YiiX
b4250,
ycgX,DUF1398 domain-containing protein YcgX
narW,"NarW, putative private chaperone for NarZ nitrate reductase subunit"
yjiH,uncharacterized protein YjiH
yhiY,protein YhiY
hmp,nitric oxide dioxygenase
ybeZ,PhoH-like protein
psaA,
tisA,
yhfY,PRD domain-containing protein YhfY
yrhB,putative heat shock chaperone
ndh,NADH:quinone oxidoreductase II
fimZ,LuxR family transcriptional regulator FimZ
marA,DNA-binding transcriptional dual regulator MarA
qseG,outer membrane lipoprotein QseG
narP,DNA-binding transcriptional dual regulator NarP-phosphorylated // DNA-binding transcriptional dual regulator NarP
uxuR,DNA-binding transcriptional repressor UxuR
gudP,galactarate/D-glucarate transporter GudP
yadX,protein YadX
trmA,tRNA m<sup>5</sup>U54 methyltransferase
pldB,lysophospholipase L2
yraQ,permease family protein YraQ
pncB,nicotinate phosphoribosyltransferase
topB,DNA topoisomerase III
mutY,adenine DNA glycosylase
pgpC,phosphatidylglycerophosphatase C
agrB,small regulatory RNA AgrB
potA,spermidine preferential ABC transporter ATP binding subunit
ybgD,putative fimbrial protein YbgD
ompR,OmpR-Phosphorylated // DNA-binding transcriptional dual regulator OmpR
waaF,ADP-heptose&mdash;LPS heptosyltransferase 2
yfaX,putative DNA-binding transcriptional regulator YfaX
deoD,purine nucleoside phosphorylase
nanK,<i>N</i>-acetylmannosamine kinase
yagH,CP4-6 prophage; putative xylosidase/arabinosidase
waaL,O-antigen ligase
menD,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
fusA,elongation factor G
dicA,DNA-binding transcriptional dual regulator DicA
atpB,ATP synthase F<sub>o</sub> complex subunit a
glnP,L-glutamine ABC transporter membrane subunit
betT,choline:H+ symporter
rrsH,16S ribosomal RNA
ycgB,PF04293 family protein YcgB
yhhT,putative transporter YhhT
esrE,small RNA EsrE
entH,proofreading thioesterase in enterobactin biosynthesis
ilvM,acetolactate synthase II subunit IlvM
hemY,protein HemY
agaD,galactosamine-specific PTS enzyme IID component
tyrP,tyrosine:H+ symporter
ygbK,putative 3-oxo-tetronate kinase YgbK
setB,sugar exporter SetB
clpB,ClpB80 // protein disaggregase ClpB
alsR,DNA-binding transcriptional repressor AlsR
mdtU,protein MdtU
mepM,peptidoglycan endopeptidase MepM
frdC,fumarate reductase membrane protein FrdC
rhtC,L-threonine exporter
nuoB,NADH:quinone oxidoreductase subunit B
fliX,small RNA FliX
aspV,tRNA-Asp(GUC)
dcuS,DcuS-<i>N</i>-phospho-L-histidine // sensor histidine kinase DcuS
prpE,propionyl-CoA synthetase
grxA,oxidized glutaredoxin 1 // reduced glutaredoxin 1
yfjF,putative component of the Rsx system
purA,adenylosuccinate synthetase
yihU,3-sulfolactaldehyde reductase
yaaA,DNA binding and peroxide stress response protein YaaA
araC,AraC
yqcA,putative flavodoxin YqcA
